Message,CM,AOPV,CDACT,TI,TTBF,Response
loss moral value led top downfall faggotry pedophelia becomes acceptable society cannot survive,1.166666667,1.0,3.0,1.833333333,1.0,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.833333333
TTBF Hate Score: 1.0
"
man sick stuffi dont understand beautiful white girl would want greasy nig especially many beautiful white guy everywhere well lost appetite veiwing site,1.166666667,1.0,3.833333333,2.333333333,2.166666667,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.833333333
TI Hate Score: 2.333333333
TTBF Hate Score: 2.166666667
"
mate havent smelt abo either stink goonie juice fact theyve never seen bath tub entire life illegals migrant nonwhite illegal book ive displeasure number time smell currie muncher burping farting train back lived sewer sewer sydney one occasion still building industry one fat slob stank much whole carriage vacant around thing entered carriage bloke worked gave piece effluent mouth full nearly threw thing train much applause rest people put scum stench one thing say sewer least smell truly indicates exactly,1.166666667,1.833333333,4.0,2.0,4.833333333,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.833333333
CDACT Hate Score: 4.0
TI Hate Score: 2.0
TTBF Hate Score: 4.833333333
"
may suggest alabama long would able free state minnesota somali invasion would happy give full state live problem matter many land give savage never enough,3.666666667,1.0,3.0,4.0,1.333333333,"CM Hate Score: 3.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 4.0
TTBF Hate Score: 1.333333333
"
maybe theyd probably find way give money away art fag welder minority college fund,1.666666667,1.0,3.0,1.666666667,2.0,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.666666667
TTBF Hate Score: 2.0
"
maybe nig supposed stealing ichkampfe,1.0,1.166666667,3.0,1.0,2.5,"CM Hate Score: 1.0
AOPV Hate Score: 1.166666667
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 2.5
"
maybe would enough go around wasnt much pork trough welfare ebt black let without place go invader keep,3.166666667,1.333333333,3.333333333,3.166666667,1.0,"CM Hate Score: 3.166666667
AOPV Hate Score: 1.333333333
CDACT Hate Score: 3.333333333
TI Hate Score: 3.166666667
TTBF Hate Score: 1.0
"
maybe dont mind strict gun control law negro illinois live chicago mestizo spread state lot work hog confinement packing plant,1.0,1.166666667,3.0,1.0,1.5,"CM Hate Score: 1.0
AOPV Hate Score: 1.166666667
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.5
"
mazeltov schvatzes belong africa rest smelly subhuman ape,1.833333333,1.0,3.0,2.5,2.0,"CM Hate Score: 1.833333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 2.5
TTBF Hate Score: 2.0
"
meanwhile negro kill dozen chicago baltimore etc peep scum medium hollywood sometimes shoot hot july weekend,1.333333333,1.833333333,3.666666667,1.333333333,1.5,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.833333333
CDACT Hate Score: 3.666666667
TI Hate Score: 1.333333333
TTBF Hate Score: 1.5
"
live stream islamic invasion shauntv global live migrant flock turkey land border greece migrant turkey retweet follow u live event,1.666666667,1.0,2.0,1.5,1.666666667,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 2.0
TI Hate Score: 1.5
TTBF Hate Score: 1.666666667
"
negroid semiilliterate anyways,1.0,1.0,3.0,1.0,2.166666667,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 2.166666667
"
multiculturalism isnt whats going save country whats killing country right nonwhite parasite anything boost country economy theyre sitting collective ass recieving welfare check course thanks white man tax dollar problem isnt much immigration rather nonwhite immigration white immigrant generally carry load much like white american nonwhite immigrant come ton kid stay government dole long,2.166666667,1.0,5.0,4.333333333,1.666666667,"CM Hate Score: 2.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 5.0
TI Hate Score: 4.333333333
TTBF Hate Score: 1.666666667
"
must fag day gate hell,1.0,1.833333333,3.0,1.0,2.833333333,"CM Hate Score: 1.0
AOPV Hate Score: 1.833333333
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 2.833333333
"
child thanking longer safe walk street due ethnic crime could stop quite easily bomb untermenschen reach shore long family refugee welcome kind immigration lead country big brick house sky case liberal labour come power time move shortened gravely recruit quickly move fast efficiently must raise awareness late country ever return former greatness,4.333333333,5.166666667,4.0,5.666666667,1.166666667,"CM Hate Score: 4.333333333
AOPV Hate Score: 5.166666667
CDACT Hate Score: 4.0
TI Hate Score: 5.666666667
TTBF Hate Score: 1.166666667
"
hello europe european nation forget let invader come destroy nationality tradition people forget blood still want keep alive white nation want resist must cooperate,2.666666667,1.166666667,3.666666667,5.166666667,1.0,"CM Hate Score: 2.666666667
AOPV Hate Score: 1.166666667
CDACT Hate Score: 3.666666667
TI Hate Score: 5.166666667
TTBF Hate Score: 1.0
"
location information posted gay hookup site bunch pissed italian get followed harassed faggot everywhere,1.166666667,1.0,3.0,1.666666667,1.166666667,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.666666667
TTBF Hate Score: 1.166666667
"
stormfront name garysmith live londonengland naziand sadist like imagine reincarnation guard one early concentration campsi spend day hurling live jew queer trench full burning gasthey resist courseso sometimes take several u get oneuntermensch flamesits hotthirsty workso wear short time drink lot nice work get email recieved friendly neighborhood fag believe speaks self apparently though guy labrat,1.0,6.0,3.166666667,1.5,2.0,"CM Hate Score: 1.0
AOPV Hate Score: 6.0
CDACT Hate Score: 3.166666667
TI Hate Score: 1.5
TTBF Hate Score: 2.0
"
youngest like country dance rodeo oldest country dance belongs large group like buy keg build bonfire youngest participated schutzhund trial dog show many thing one need interest something wrong young folk cant enjoy hog roast country music lot beer motocross trial held near every year people fish water ski sail also winter skiing snow mobiling etc rural iowa highschool church center community understand education still pretty good culture centered family short iowa boring want enjoy sofa course fun anyway remember iowa heaven still good place raise family rural community best avoid de moines waterloo quad city sioux city council bluff iowa city higher proportion queer san francisco even schwarz wilder relatively docile schwarz wilder cedar rapid generally well controlled hole sheet gang one black hat curl taking postville imported bunch violence prone low iq mestizo white folk still growing safely rural community commuting mini sodom gomorrah employment,1.5,1.333333333,4.833333333,3.0,2.0,"CM Hate Score: 1.5
AOPV Hate Score: 1.333333333
CDACT Hate Score: 4.833333333
TI Hate Score: 3.0
TTBF Hate Score: 2.0
"
nazi decent white gay interracial relationship fag marriage open border interest slavery greedy cooperate jew degenerate pornography etc rather nazi anyday liberal fag turd want make white third world brown turd using diversity bioweapon,1.666666667,2.166666667,4.666666667,3.666666667,1.4,"CM Hate Score: 1.666666667
AOPV Hate Score: 2.166666667
CDACT Hate Score: 4.666666667
TI Hate Score: 3.666666667
TTBF Hate Score: 1.4
"
negro smelly subhuman ape belong africa rest smelly ape,1.666666667,1.0,3.0,3.0,3.0,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 3.0
TTBF Hate Score: 3.0
"
nice enough give nig reason rape thats real woman actwhite,1.0,1.5,3.5,1.333333333,1.666666667,"CM Hate Score: 1.0
AOPV Hate Score: 1.5
CDACT Hate Score: 3.5
TI Hate Score: 1.333333333
TTBF Hate Score: 1.666666667
"
nigs gonna nig amazing listening dialogue playing aling need discussion let see year guving nigs everything possible every city state an government job given black whitey folk pay tax get nothing slander mean time nigs ambush routinely kill cop fun baltimore run nig official nig cop nothing changed nigs endlessly rampaging nigs nignothing change time get point action like taken president bolsonaro get control maybe employer take notice practice hiring nigs thinking good thingwrong,2.5,1.5,5.5,4.5,1.333333333,"CM Hate Score: 2.5
AOPV Hate Score: 1.5
CDACT Hate Score: 5.5
TI Hate Score: 4.5
TTBF Hate Score: 1.333333333
"
good invader looking excuse riot rob even looking rename street effort undermine history glasgow take animal jungle jungle animal,2.0,1.166666667,3.333333333,2.5,2.833333333,"CM Hate Score: 2.0
AOPV Hate Score: 1.166666667
CDACT Hate Score: 3.333333333
TI Hate Score: 2.5
TTBF Hate Score: 2.833333333
"
matter many privilege given negroe always revert primitive animal like natural behaviour civilising blacksever take negroe jungle cant take jungle negro,1.5,1.0,3.666666667,1.166666667,3.166666667,"CM Hate Score: 1.5
AOPV Hate Score: 1.0
CDACT Hate Score: 3.666666667
TI Hate Score: 1.166666667
TTBF Hate Score: 3.166666667
"
one accusing men gay five men mentioned article openly homosexual jack donovan james j omeara greg johnson millennial woe milo point number openly homosexual men homosexual supporter woman hater altright feminist anti male look flaming faggotry jack donovan nasty filthy fag disgusting fag jared taylor gas problem associating blatant fag like outed removed nationalism altright going criticising disgusting faggot like jack donovan make misandrist ill wear lable pride dont even get started james omeara he even worse richard spencer isnt gay quote article make clear support isnt want nothing lgbtq freak sort gavin mcinnes kissed man shoved dildo bum live show apparently he gay native american wife mixed child act like disgusting fag he also race mixer andrew anglin gay severe hatred white female sound like angry incel mgtow propaganda thats exactly imagine female said men men evil demonic creature hell get pleasure destroying woman would never accepted nationalism altright anglins crap woman go unchallenged men like anglin seem live world deluded men always victim woman always evil nevermind fact men much likely violent woman dont know nick fuentes gay straight guy would hang man shove black dildo mouth obvious anyone altright filled brim female hating fag mgtow trash see reason shouldnt called shunned,1.666666667,1.166666667,5.166666667,3.166666667,2.5,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.166666667
CDACT Hate Score: 5.166666667
TI Hate Score: 3.166666667
TTBF Hate Score: 2.5
"
dont want rag everywhere america different problem made huge mistake bringing nig nog mexico besides connected america west coast first yeah fault didnt know sitting goldmine sold use bargain fault irrigated made heaven destroying cali least beaner taking care nig nog problem muslim ideology race came back europe first time raghead hell,2.666666667,1.166666667,5.333333333,4.666666667,2.0,"CM Hate Score: 2.666666667
AOPV Hate Score: 1.166666667
CDACT Hate Score: 5.333333333
TI Hate Score: 4.666666667
TTBF Hate Score: 2.0
"
invading subhuman african muzzies threatening europe,1.833333333,1.0,3.0,4.0,1.5,"CM Hate Score: 1.833333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 4.0
TTBF Hate Score: 1.5
"
must mass deportation wish pay execute bury hundred thousand invader must pack go back,4.166666667,1.666666667,2.666666667,3.166666667,1.166666667,"CM Hate Score: 4.166666667
AOPV Hate Score: 1.666666667
CDACT Hate Score: 2.666666667
TI Hate Score: 3.166666667
TTBF Hate Score: 1.166666667
"
treat white person doesnt believe social justice doesnt think racist mental illness someone belief homosexuality evil must mentally ill lock liberal fag normal heterosexual mentally ill violent black normal peaceful white mentally ill racist white nothing good come,1.333333333,1.166666667,5.0,2.666666667,1.5,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.166666667
CDACT Hate Score: 5.0
TI Hate Score: 2.666666667
TTBF Hate Score: 1.5
"
noneuropeans dont belong white world mestizo want invade overwhelm crush majority build wall end nonwhite immigration,4.5,1.0,3.666666667,5.666666667,1.0,"CM Hate Score: 4.5
AOPV Hate Score: 1.0
CDACT Hate Score: 3.666666667
TI Hate Score: 5.666666667
TTBF Hate Score: 1.0
"
hardly seizing vessel aircraft loaded drug piracy neither seizing vessel loaded illicit contraband oil coward dems drop knee sodomized rampaging commie loser nation dont make mistake thinking faggot coward,1.666666667,1.166666667,3.833333333,2.166666667,1.666666667,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.166666667
CDACT Hate Score: 3.833333333
TI Hate Score: 2.166666667
TTBF Hate Score: 1.666666667
"
continue allow mud race,1.166666667,1.0,3.0,1.0,1.333333333,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.333333333
"
absolutely disgusting black faggot seem total attention whore,1.0,1.0,3.333333333,1.0,1.833333333,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 1.0
TTBF Hate Score: 1.833333333
"
fault army fell invasion primitive monkey hut iron law nature least putting fight trying raise one mapped named entire planet used million african million european dying nothing people inhabiting middle continent nafrica egyptian caucasian semitesarabid type actually saved bringing aryan master race red cross landrover basic roman road irrigation mass farming technology course insane owned fake jew matrix never taught nothing safrica bone till british dutch german built followed back jungle million african million european height empire try imagine million negro dispersed entire gigantic continent nothing gold platinum rubber rich created whitey devil industrial revolution devolved monkey foot remember babylonian semite master race main people victimized babylon thirdworld people aryan master race would culled good master guide continent would humanely managed greatly improved benefit world china owns know entire race corrupt incapable self governance self sustenance advanced culture civilization even say genetically engineered annunaki mininglabor slave built iq limiter lifespan reducing genetic alteration sickle cell introduced aid gave textbook illuminati joke name fully cull dirty faggot air hostess new york took as brought back new york spread whole world third world people remember coming youtube hundred year place desert anyway forced back jungle region invade europe dingy raft time european toilet brush head anyways biological urge eve disobey adam breed half man half apeling creature ancient mythology climate change africa map duckduckgo next therapy session th med food stamp weed contemplate tree woe,1.666666667,1.333333333,6.0,4.666666667,2.666666667,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.333333333
CDACT Hate Score: 6.0
TI Hate Score: 4.666666667
TTBF Hate Score: 2.666666667
"
true u men good style aesthetic course homo come lot weird maybe tuxedo invented fag,1.0,1.0,3.166666667,1.666666667,2.5,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.166666667
TI Hate Score: 1.666666667
TTBF Hate Score: 2.5
"
nothing get upset traitor white side especially spoiled soft preachy love world part one loving human race pc crap church leader much would love pummel wretched misguided xtians bloody pulp way viking pagan ancestor jail time isnt need raise healthy white family still violent alternative perfectly legal suggest get know misguided church fool simply drop leave dangerous drug trafficking gang infested third world ghetos alien immigration youre sure gang drug hate whitey mob perhaps pick fight muslim invader get muslim think pathetic anglican modern day crusader christiandom rooting muslim beat living hell traitorous queer loving love indonesian muslim church folk,3.333333333,4.166666667,4.166666667,2.833333333,1.5,"CM Hate Score: 3.333333333
AOPV Hate Score: 4.166666667
CDACT Hate Score: 4.166666667
TI Hate Score: 2.833333333
TTBF Hate Score: 1.5
"
nugent life mile road po draft dodger vietnam try compensate bigtime patriotard talk cheap ted saw wichita fall beginning sucked bad left dress like detroit faggot folk around hate gut,1.166666667,1.0,4.0,1.0,3.0,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 4.0
TI Hate Score: 1.0
TTBF Hate Score: 3.0
"
course nonwhites scum look country majority need say nonwhites may tolerable characteristic country remember country ruined country destroy make sense shift problem culture onto know end problem course follow swamp culture matter much bleeding heart suck give preferencial treatment treated like second class citizen best still act like sewer came basically pandering un bleeding heart even allowing filth destroying culture way life disgusting think australia culture anymore invasion worse still average australian gook slut source daily telegraph monday th june reason dont call australian anymore mean nothing gook towel head boat right country ancestor helped build bugger simply white nationalist wanting filth country talking brick wall set way reason know exactly going young wise way sick world live come back debate issue brain shoulder,2.5,1.0,4.833333333,5.5,1.0,"CM Hate Score: 2.5
AOPV Hate Score: 1.0
CDACT Hate Score: 4.833333333
TI Hate Score: 5.5
TTBF Hate Score: 1.0
"
course cheering terrorist act kill whitey slogan white race world wide know unite destroy true enemy jew chabezgoi race traitor mud faced invader homeland usa,3.333333333,4.5,3.666666667,5.0,1.0,"CM Hate Score: 3.333333333
AOPV Hate Score: 4.5
CDACT Hate Score: 3.666666667
TI Hate Score: 5.0
TTBF Hate Score: 1.0
"
course arent half illegally need go back eisenhower era mass deportation tactic start shipping back,4.166666667,1.0,4.0,3.0,1.0,"CM Hate Score: 4.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 4.0
TI Hate Score: 3.0
TTBF Hate Score: 1.0
"
course negro think every africa negro hannibal moor carthage modern day tunisa arab negro negro claim wuz gypshun egyptian werent negro either negro negro history try claim everyone else history,1.333333333,1.0,4.666666667,1.0,2.166666667,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 4.666666667
TI Hate Score: 1.0
TTBF Hate Score: 2.166666667
"
course negro attack negro white person sight rwanda size belgium negro killed negro belgian blame dont forget negro ever blamed anything,1.333333333,1.666666667,4.333333333,2.166666667,1.5,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.666666667
CDACT Hate Score: 4.333333333
TI Hate Score: 2.166666667
TTBF Hate Score: 1.5
"
oh goodness really poor thing mud wiggers trying take mud getting bolder bolder coming white woman guess many wigger girl day,1.166666667,1.0,3.0,4.166666667,1.833333333,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 4.166666667
TTBF Hate Score: 1.833333333
"
oh yeah queer propoganda pretty bad went high school miami florida know next san francisco one biggest fag haven world im soooo glad dont live miami anymore see fag crossdresers march street miami every year gd embarrassment thankful dont live,1.333333333,1.0,3.0,2.5,2.166666667,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 2.5
TTBF Hate Score: 2.166666667
"
oh yes knew exactly almost torture sit whole meeting without bursting laughter funniest thing heard meeting queer going going organize car wash could earn money go key west another fag miami didnt enough queer swear left meeting practically turned red laughing hard im proud say shut plan feel special lol,1.333333333,1.0,3.0,1.0,5.5,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 5.5
"
ok go step get land found new nation go rd world garbage status within year mexican jumping border come great nation benefit free government handout send money make picking cabbage back aztlan mud always want flock home culture creates great nation never end make end,2.5,1.0,4.833333333,5.0,1.833333333,"CM Hate Score: 2.5
AOPV Hate Score: 1.0
CDACT Hate Score: 4.833333333
TI Hate Score: 5.0
TTBF Hate Score: 1.833333333
"
white allowed immigrate end nonwhite immigration,3.5,1.0,2.833333333,2.5,1.0,"CM Hate Score: 3.5
AOPV Hate Score: 1.0
CDACT Hate Score: 2.833333333
TI Hate Score: 2.5
TTBF Hate Score: 1.0
"
ooooohhhhh see jungle boy really african american youre plain old african arent ya african american term reserved plantationblacks even youre african black avoid youre embarressment remind jungle bunny come really primate type cant even ape white man manner youre blacker stupider uglier real african american poor jiggaboo even african american like lisel,1.0,1.0,4.5,1.333333333,3.833333333,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 4.5
TI Hate Score: 1.333333333
TTBF Hate Score: 3.833333333
"
hope trump deported illegals muslim throw jew instead trump care black employment indian tech worker boomer talking point boomer riding high theyll soon die left million aoc clone wont stop america waste land like home hellhole country,3.0,1.333333333,3.666666667,4.666666667,1.333333333,"CM Hate Score: 3.0
AOPV Hate Score: 1.333333333
CDACT Hate Score: 3.666666667
TI Hate Score: 4.666666667
TTBF Hate Score: 1.333333333
"
pardon language jew arab thorn white race side dont care kill take care little terrorist stop israel aid let fight religious war let fight death read love,2.333333333,5.333333333,3.5,3.5,1.833333333,"CM Hate Score: 2.333333333
AOPV Hate Score: 5.333333333
CDACT Hate Score: 3.5
TI Hate Score: 3.5
TTBF Hate Score: 1.833333333
"
pathetic little faggot doubt get little respect race think get congoids put pedestal others like nothing ballast,1.0,1.0,3.333333333,1.0,2.333333333,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 1.0
TTBF Hate Score: 2.333333333
"
pc police like either absolutely want misunderstand english perfecti know isnt come al think mestizo invading usa invented roman empire please dont defame word latin thats im asking,1.666666667,1.0,3.333333333,2.0,1.333333333,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 2.0
TTBF Hate Score: 1.333333333
"
perhaps foreign invader go back home,1.666666667,1.0,3.0,2.5,1.0,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 2.5
TTBF Hate Score: 1.0
"
personally like reality show like survivor big brother mole amazing race boot camp fear factor game played interesting phoney soap opera plot played different show diversity show irritates however black faggot opposed glorified image created hollywood jew many time nonwhites gay dont come across positive way hand heterosexual nonrace mixing white men woman come across smart athletic noble exact opposite jew potray movie,1.166666667,1.0,4.5,2.333333333,1.166666667,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 4.5
TI Hate Score: 2.333333333
TTBF Hate Score: 1.166666667
"
precisely million mexican asian invader state would abundance water everyone nonwhites parasite drain u resource besides water tax housing food open space list go,2.166666667,1.0,5.0,4.333333333,1.0,"CM Hate Score: 2.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 5.0
TI Hate Score: 4.333333333
TTBF Hate Score: 1.0
"
rc see situation haiti jamaica social degeneration occurs wherever negro rule even st thomas u territory highest crime rate world outside tourist center white simply victim waiting happen except proximity white nation east st louis washington dc would like haiti far bottom even doesnt matter negro africa elsewhere observable fact wish werent truly dont find satisfaction human misery cannot turn negro lampblacked aryan try pointless keep beating head wall race must simply go way point one negroruled area would rather live demonstrably stable society comparable whiteruled west id like know,2.5,1.333333333,5.333333333,3.666666667,1.166666667,"CM Hate Score: 2.5
AOPV Hate Score: 1.333333333
CDACT Hate Score: 5.333333333
TI Hate Score: 3.666666667
TTBF Hate Score: 1.166666667
"
realistically going throw jew america limit immigration sanctuary city likely regain power sure could happen would like send black back africa mexican back mexico yes legally wont happen fight send back illegals sure,2.166666667,1.0,2.666666667,3.0,1.333333333,"CM Hate Score: 2.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 2.666666667
TI Hate Score: 3.0
TTBF Hate Score: 1.333333333
"
recent result indicating loss farmer due c worry america urban nigs white half solve loss analysis project per acre loss corn crop due covid southeast agnet,1.333333333,1.0,3.0,1.666666667,1.666666667,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.666666667
TTBF Hate Score: 1.666666667
"
reign fag terror,1.166666667,1.0,3.0,1.0,1.833333333,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.833333333
"
republican love immigrunts hb illegal hire american democrat republican chamber commerce guy worst selling country dime dollar manufacturingconstructionfood processingall filled illegal alien nowim discouragedbut quitwe must,3.166666667,1.0,4.333333333,4.166666667,1.0,"CM Hate Score: 3.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 4.333333333
TI Hate Score: 4.166666667
TTBF Hate Score: 1.0
"
revolution solution really think would able ship nig nog back africa think use tactic jew using palestine would like peacefull solution wont happen load shotgun shell daddy,2.5,6.0,3.333333333,3.5,1.666666667,"CM Hate Score: 2.5
AOPV Hate Score: 6.0
CDACT Hate Score: 3.333333333
TI Hate Score: 3.5
TTBF Hate Score: 1.666666667
"
rubbish cultural marxism soviet communism former ussr didnt allow half crap giant military parade uk fag parading street trying gain right,1.833333333,1.0,4.333333333,1.666666667,1.5,"CM Hate Score: 1.833333333
AOPV Hate Score: 1.0
CDACT Hate Score: 4.333333333
TI Hate Score: 1.666666667
TTBF Hate Score: 1.5
"
savage absolute animal place human society negro repatriated back africa let destroy,3.333333333,3.0,3.0,3.5,1.166666667,"CM Hate Score: 3.333333333
AOPV Hate Score: 3.0
CDACT Hate Score: 3.0
TI Hate Score: 3.5
TTBF Hate Score: 1.166666667
"
savage absolute savage reason kill animal,1.0,4.666666667,3.0,1.0,1.5,"CM Hate Score: 1.0
AOPV Hate Score: 4.666666667
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.5
"
say ya like negro aint fool money,1.0,1.0,2.666666667,1.0,1.833333333,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 2.666666667
TI Hate Score: 1.0
TTBF Hate Score: 1.833333333
"
seal border permenantlyfine sift alien midst send back belongoffer black seeking reparation slavery oneway ticket somalia perme nant ban reentering country wenn wir marschieren,4.0,1.0,3.333333333,3.5,1.833333333,"CM Hate Score: 4.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 3.5
TTBF Hate Score: 1.833333333
"
see use bring race together jew tool destroy race year one jewish race,1.5,1.0,4.333333333,6.0,1.0,"CM Hate Score: 1.5
AOPV Hate Score: 1.0
CDACT Hate Score: 4.333333333
TI Hate Score: 6.0
TTBF Hate Score: 1.0
"
send illegals back dont belong,4.166666667,1.0,3.0,3.5,1.0,"CM Hate Score: 4.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 3.5
TTBF Hate Score: 1.0
"
seriously idea country ruled faggot humiliating bear america,1.833333333,1.0,3.0,1.333333333,1.333333333,"CM Hate Score: 1.833333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.333333333
TTBF Hate Score: 1.333333333
"
serf right could get fight hell u time need kill think would leave muslim alone would kill jew u eternal jew controlling running show yet,1.5,5.333333333,3.333333333,2.833333333,1.666666667,"CM Hate Score: 1.5
AOPV Hate Score: 5.333333333
CDACT Hate Score: 3.333333333
TI Hate Score: 2.833333333
TTBF Hate Score: 1.666666667
"
also made destroy wonderful collection handgun make piece sculpture wussie whipped faggot called man,1.333333333,1.0,3.333333333,1.0,3.5,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 1.0
TTBF Hate Score: 3.5
"
ship negro jungle africa dont belong western civilization,3.333333333,1.0,3.0,3.5,2.166666667,"CM Hate Score: 3.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 3.5
TTBF Hate Score: 2.166666667
"
show time history earth didnt happen mean like white founding father white constitution white would care thing made white people see today real time cant white land invader care law want want middle ground end black power blm la raza zionism etc show time history earth true pick nation world history let study rise fall willingly yes people stay nothing gibsmedats cease segregation begin stay nothing reserve right freedom pursuit happiness protect nation law constitution enemy foreign domestic would happen white keep think keep others running sweat back pay tired paying simple builder dreamer longer support leach try fight u force u support end badly like people world protect problem invader others jew expanded number elsewhere move israel jew would help like right love well maybe guess rest world want run nation want baggage others hamper,2.666666667,1.166666667,6.0,4.5,1.5,"CM Hate Score: 2.666666667
AOPV Hate Score: 1.166666667
CDACT Hate Score: 6.0
TI Hate Score: 4.5
TTBF Hate Score: 1.5
"
reparation nigros white population paying different welfare scheme like holohoax never end,1.833333333,1.0,4.0,3.833333333,1.833333333,"CM Hate Score: 1.833333333
AOPV Hate Score: 1.0
CDACT Hate Score: 4.0
TI Hate Score: 3.833333333
TTBF Hate Score: 1.833333333
"
sound like kind bogus jew crap real nazi would support fag sieg heil einsatzkommando,1.166666667,1.833333333,3.833333333,2.0,1.333333333,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.833333333
CDACT Hate Score: 3.833333333
TI Hate Score: 2.0
TTBF Hate Score: 1.333333333
"
sound like something faggot would,1.0,1.0,3.0,1.0,1.833333333,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.833333333
"
stop immigration job american deport illegals,3.833333333,1.0,3.0,4.833333333,1.0,"CM Hate Score: 3.833333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 4.833333333
TTBF Hate Score: 1.0
"
tell life inhumane black apartheid south africa massive illegal immigration problem america rest western world certainly step invasion first step rename back rightful name rhodesia reinstate whitesonly government invade white colony south africa southwest africa kenya set similar regime encouraging white immigration black emigration finally takeover rest continent setting colony produce raw good export europe america also ban education high school level black prevent entering bureaucracy low level allowing thing known make uppity almost independence leader educated dogooder western missionary sent western university expense benefactor exception course madagascar highly desirable location deport entirely different tribe im worried affect local primate population ive heard many rare lemur living would happen however something make feel tad unlikely,4.333333333,1.166666667,5.333333333,4.0,1.166666667,"CM Hate Score: 4.333333333
AOPV Hate Score: 1.166666667
CDACT Hate Score: 5.333333333
TI Hate Score: 4.0
TTBF Hate Score: 1.166666667
"
